공항,상대공항,출도착(A도착D출발),날짜,계획시간,편명
PUS,REP,D,2015-03-14,08:30,ZA246
PUS,REP,D,2015-03-14,20:05,BX721
PUS,REP,D,2015-03-16,08:30,ZA246
PUS,REP,D,2015-03-16,20:05,BX721
PUS,REP,D,2015-03-17,19:00,KE675
PUS,REP,D,2015-03-18,20:05,BX721
PUS,REP,D,2015-03-19,08:30,ZA246
PUS,REP,D,2015-03-19,20:05,BX721
PUS,REP,D,2015-03-20,19:00,KE675
PUS,REP,D,2015-03-21,08:30,ZA246
PUS,REP,D,2015-03-21,20:05,BX721
PUS,REP,D,2015-03-23,08:30,ZA246
PUS,REP,D,2015-03-23,20:05,BX721
PUS,SGN,A,2015-02-23,06:50,VN420
PUS,SGN,A,2015-02-24,06:50,VN420
PUS,SGN,A,2015-02-25,06:50,VN420
PUS,SGN,A,2015-02-26,06:50,VN420
PUS,SGN,A,2015-02-27,06:50,VN420
PUS,SGN,A,2015-02-28,06:50,VN420
PUS,SGN,A,2015-03-01,06:50,VN420
PUS,SGN,A,2015-03-02,06:50,VN420
PUS,SGN,A,2015-03-03,06:50,VN420
PUS,SGN,A,2015-03-04,06:50,VN420
PUS,SGN,A,2015-03-05,06:50,VN420
PUS,SGN,A,2015-03-06,06:50,VN420
PUS,SGN,A,2015-03-07,06:50,VN420
PUS,SGN,A,2015-03-08,06:50,VN420
PUS,SGN,A,2015-03-09,06:50,VN420
PUS,SGN,A,2015-03-10,06:50,VN420
PUS,SGN,A,2015-03-11,06:50,VN420
PUS,SGN,A,2015-03-12,06:50,VN420
PUS,SGN,A,2015-03-13,06:50,VN420
PUS,SGN,A,2015-03-14,06:50,VN420
PUS,SGN,A,2015-03-15,06:50,VN420
PUS,SGN,A,2015-03-16,06:50,VN420
PUS,SGN,A,2015-03-17,06:50,VN420
PUS,SGN,A,2015-03-18,06:50,VN420
PUS,SGN,A,2015-03-19,06:50,VN420
PUS,SGN,A,2015-03-20,06:50,VN420
PUS,SGN,A,2015-03-21,06:50,VN420
PUS,SGN,A,2015-03-22,06:50,VN420
PUS,SGN,A,2015-03-23,06:50,VN420
PUS,SGN,D,2015-02-23,10:00,VN421
PUS,SGN,D,2015-02-24,10:00,VN421
PUS,SGN,D,2015-02-25,10:00,VN421
PUS,SGN,D,2015-02-26,10:00,VN421
PUS,SGN,D,2015-02-27,10:00,VN421
PUS,SGN,D,2015-02-28,10:00,VN421
PUS,SGN,D,2015-03-01,10:00,VN421
PUS,SGN,D,2015-03-02,10:00,VN421
PUS,SGN,D,2015-03-03,10:00,VN421
PUS,SGN,D,2015-03-04,10:00,VN421
PUS,SGN,D,2015-03-05,10:00,VN421
PUS,SGN,D,2015-03-06,10:00,VN421
PUS,SGN,D,2015-03-07,10:00,VN421
PUS,SGN,D,2015-03-08,10:00,VN421
PUS,SGN,D,2015-03-09,10:00,VN421
PUS,SGN,D,2015-03-10,10:00,VN421
PUS,SGN,D,2015-03-11,10:00,VN421
PUS,SGN,D,2015-03-12,10:00,VN421
PUS,SGN,D,2015-03-13,10:00,VN421
PUS,SGN,D,2015-03-14,10:00,VN421
PUS,SGN,D,2015-03-15,10:00,VN421
PUS,SGN,D,2015-03-16,10:00,VN421
PUS,SGN,D,2015-03-17,10:00,VN421
PUS,SGN,D,2015-03-18,10:00,VN421
PUS,SGN,D,2015-03-19,10:00,VN421
PUS,SGN,D,2015-03-20,10:00,VN421
PUS,SGN,D,2015-03-21,10:00,VN421
PUS,SGN,D,2015-03-22,10:00,VN421
PUS,SGN,D,2015-03-23,10:00,VN421
PUS,SHE,A,2015-02-23,10:30,CZ665
PUS,SHE,A,2015-02-23,13:20,OZ346
PUS,SHE,A,2015-02-24,10:35,CZ665
PUS,SHE,A,2015-02-24,13:20,OZ346
PUS,SHE,A,2015-02-25,10:30,CZ665
PUS,SHE,A,2015-02-26,13:20,OZ346
PUS,SHE,A,2015-02-27,10:30,CZ665
PUS,SHE,A,2015-02-28,13:20,OZ346
PUS,SHE,A,2015-03-02,10:30,CZ665
PUS,SHE,A,2015-03-03,13:20,OZ346
PUS,SHE,A,2015-03-04,10:30,CZ665
PUS,SHE,A,2015-03-05,13:20,OZ346
PUS,SHE,A,2015-03-06,10:30,CZ665
PUS,SHE,A,2015-03-07,13:20,OZ346
PUS,SHE,A,2015-03-09,10:30,CZ665
PUS,SHE,A,2015-03-10,13:20,OZ346
PUS,SHE,A,2015-03-11,10:30,CZ665
PUS,SHE,A,2015-03-12,13:20,OZ346
PUS,SHE,A,2015-03-13,10:30,CZ665
PUS,SHE,A,2015-03-14,13:20,OZ346
PUS,SHE,A,2015-03-16,10:30,CZ665
PUS,SHE,A,2015-03-17,13:20,OZ346
PUS,SHE,A,2015-03-18,10:30,CZ665
PUS,SHE,A,2015-03-19,13:20,OZ346
PUS,SHE,A,2015-03-20,10:30,CZ665
PUS,SHE,A,2015-03-21,13:20,OZ346
PUS,SHE,A,2015-03-23,10:30,CZ665
PUS,SHE,D,2015-02-23,08:10,OZ345
PUS,SHE,D,2015-02-23,11:30,CZ666
PUS,SHE,D,2015-02-24,08:10,OZ345
PUS,SHE,D,2015-02-24,11:35,CZ666
PUS,SHE,D,2015-02-25,11:30,CZ666
PUS,SHE,D,2015-02-26,08:10,OZ345
PUS,SHE,D,2015-02-27,11:30,CZ666
PUS,SHE,D,2015-02-28,08:10,OZ345
PUS,SHE,D,2015-03-02,11:30,CZ666
PUS,SHE,D,2015-03-03,08:10,OZ345
PUS,SHE,D,2015-03-04,11:30,CZ666
PUS,SHE,D,2015-03-05,08:10,OZ345
PUS,SHE,D,2015-03-06,11:30,CZ666
PUS,SHE,D,2015-03-07,08:10,OZ345
PUS,SHE,D,2015-03-09,11:30,CZ666
PUS,SHE,D,2015-03-10,08:10,OZ345
PUS,SHE,D,2015-03-11,11:30,CZ666
PUS,SHE,D,2015-03-12,08:10,OZ345
PUS,SHE,D,2015-03-13,11:30,CZ666
PUS,SHE,D,2015-03-14,08:10,OZ345
PUS,SHE,D,2015-03-16,11:30,CZ666
PUS,SHE,D,2015-03-17,08:10,OZ345
PUS,SHE,D,2015-03-18,11:30,CZ666
PUS,SHE,D,2015-03-19,08:10,OZ345
PUS,SHE,D,2015-03-20,11:30,CZ666
PUS,SHE,D,2015-03-21,08:10,OZ345
PUS,SHE,D,2015-03-23,11:30,CZ666
PUS,SIN,A,2015-02-26,06:20,SQ8514
PUS,SIN,A,2015-03-01,21:40,SQ8514
PUS,SIN,D,2015-02-26,08:00,SQ8513
PUS,SIN,D,2015-03-01,20:20,SQ8513
PUS,SPN,A,2015-02-26,06:20,OZ608
PUS,SPN,A,2015-03-01,06:20,OZ608
PUS,SPN,A,2015-03-05,06:20,OZ608
PUS,SPN,A,2015-03-08,06:20,OZ608
PUS,SPN,A,2015-03-12,06:20,OZ608
PUS,SPN,A,2015-03-15,06:20,OZ608
PUS,SPN,A,2015-03-19,06:20,OZ608
PUS,SPN,A,2015-03-22,06:20,OZ608
PUS,SPN,D,2015-02-25,21:00,OZ607
PUS,SPN,D,2015-02-28,21:00,OZ607
PUS,SPN,D,2015-03-04,21:00,OZ607
PUS,SPN,D,2015-03-07,21:00,OZ607
PUS,SPN,D,2015-03-11,21:00,OZ607
PUS,SPN,D,2015-03-14,21:00,OZ607
PUS,SPN,D,2015-03-18,21:00,OZ607
PUS,SPN,D,2015-03-21,21:00,OZ607
PUS,TAO,A,2015-02-23,15:15,BX322
PUS,TAO,A,2015-02-23,15:50,KE890
PUS,TAO,A,2015-02-23,16:10,MU2735
PUS,TAO,A,2015-02-24,15:15,BX322
PUS,TAO,A,2015-02-24,15:50,KE890
PUS,TAO,A,2015-02-24,16:10,MU2735
PUS,TAO,A,2015-02-25,15:15,BX322
PUS,TAO,A,2015-02-25,15:50,KE890
PUS,TAO,A,2015-02-26,15:15,BX322
PUS,TAO,A,2015-02-26,15:50,KE890
PUS,TAO,A,2015-02-26,16:10,MU2735
PUS,TAO,A,2015-02-27,15:15,BX322
PUS,TAO,A,2015-02-27,15:50,KE890
PUS,TAO,A,2015-02-28,15:15,BX322
PUS,TAO,A,2015-02-28,15:50,KE890
PUS,TAO,A,2015-02-28,16:10,MU2735
PUS,TAO,A,2015-03-01,15:15,BX322
PUS,TAO,A,2015-03-01,15:50,KE890
PUS,TAO,A,2015-03-02,15:15,BX322
PUS,TAO,A,2015-03-02,15:50,KE890
PUS,TAO,A,2015-03-02,16:10,MU2735
PUS,TAO,A,2015-03-03,15:15,BX322
PUS,TAO,A,2015-03-03,15:50,KE890
PUS,TAO,A,2015-03-03,16:10,MU2735
PUS,TAO,A,2015-03-04,15:15,BX322
PUS,TAO,A,2015-03-04,15:50,KE890
PUS,TAO,A,2015-03-05,15:15,BX322
PUS,TAO,A,2015-03-05,15:50,KE890
PUS,TAO,A,2015-03-05,16:10,MU2735
PUS,TAO,A,2015-03-06,15:15,BX322
PUS,TAO,A,2015-03-06,15:50,KE890
PUS,TAO,A,2015-03-07,15:15,BX322
PUS,TAO,A,2015-03-07,15:50,KE890
PUS,TAO,A,2015-03-07,16:10,MU2735
PUS,TAO,A,2015-03-08,15:15,BX322
PUS,TAO,A,2015-03-08,15:50,KE890
PUS,TAO,A,2015-03-09,15:15,BX322
PUS,TAO,A,2015-03-09,15:50,KE890
PUS,TAO,A,2015-03-09,16:10,MU2735
PUS,TAO,A,2015-03-10,15:15,BX322
PUS,TAO,A,2015-03-10,15:50,KE890
PUS,TAO,A,2015-03-10,16:10,MU2735
PUS,TAO,A,2015-03-11,15:15,BX322
PUS,TAO,A,2015-03-11,15:50,KE890
PUS,TAO,A,2015-03-12,15:15,BX322
PUS,TAO,A,2015-03-12,15:50,KE890
PUS,TAO,A,2015-03-12,16:10,MU2735
PUS,TAO,A,2015-03-13,15:15,BX322
PUS,TAO,A,2015-03-13,15:50,KE890
PUS,TAO,A,2015-03-14,15:15,BX322
PUS,TAO,A,2015-03-14,15:50,KE890
PUS,TAO,A,2015-03-14,16:10,MU2735
PUS,TAO,A,2015-03-15,15:15,BX322
PUS,TAO,A,2015-03-15,15:50,KE890
PUS,TAO,A,2015-03-16,15:15,BX322
PUS,TAO,A,2015-03-16,15:50,KE890
PUS,TAO,A,2015-03-16,16:10,MU2735
PUS,TAO,A,2015-03-17,15:15,BX322
PUS,TAO,A,2015-03-17,15:50,KE890
PUS,TAO,A,2015-03-17,16:10,MU2735
PUS,TAO,A,2015-03-18,15:15,BX322
PUS,TAO,A,2015-03-18,15:50,KE890
PUS,TAO,A,2015-03-19,15:15,BX322
PUS,TAO,A,2015-03-19,15:50,KE890
PUS,TAO,A,2015-03-19,16:10,MU2735
PUS,TAO,A,2015-03-20,15:15,BX322
PUS,TAO,A,2015-03-20,15:50,KE890
PUS,TAO,A,2015-03-21,15:15,BX322
PUS,TAO,A,2015-03-21,15:50,KE890
PUS,TAO,A,2015-03-21,16:10,MU2735
PUS,TAO,A,2015-03-22,15:15,BX322
PUS,TAO,A,2015-03-22,15:50,KE890
PUS,TAO,A,2015-03-23,15:15,BX322
PUS,TAO,A,2015-03-23,15:50,KE890
PUS,TAO,A,2015-03-23,16:10,MU2735
PUS,TAO,D,2015-02-23,10:30,BX321
PUS,TAO,D,2015-02-23,10:55,KE889
PUS,TAO,D,2015-02-23,17:10,MU2736
PUS,TAO,D,2015-02-24,10:30,BX321
PUS,TAO,D,2015-02-24,10:55,KE889
PUS,TAO,D,2015-02-24,17:10,MU2736
PUS,TAO,D,2015-02-25,10:30,BX321
PUS,TAO,D,2015-02-25,10:55,KE889
PUS,TAO,D,2015-02-26,10:30,BX321
PUS,TAO,D,2015-02-26,10:55,KE889
PUS,TAO,D,2015-02-26,17:10,MU2736
PUS,TAO,D,2015-02-27,10:30,BX321
PUS,TAO,D,2015-02-27,10:55,KE889
PUS,TAO,D,2015-02-28,10:30,BX321
PUS,TAO,D,2015-02-28,10:55,KE889
PUS,TAO,D,2015-02-28,17:10,MU2736
PUS,TAO,D,2015-03-01,10:30,BX321
PUS,TAO,D,2015-03-01,10:55,KE889
PUS,TAO,D,2015-03-02,10:30,BX321
PUS,TAO,D,2015-03-02,10:55,KE889
PUS,TAO,D,2015-03-02,17:10,MU2736
PUS,TAO,D,2015-03-03,10:30,BX321
PUS,TAO,D,2015-03-03,10:55,KE889
PUS,TAO,D,2015-03-03,17:10,MU2736
PUS,TAO,D,2015-03-04,10:30,BX321
PUS,TAO,D,2015-03-04,10:55,KE889
PUS,TAO,D,2015-03-05,10:30,BX321
PUS,TAO,D,2015-03-05,10:55,KE889
PUS,TAO,D,2015-03-05,17:10,MU2736
PUS,TAO,D,2015-03-06,10:30,BX321
PUS,TAO,D,2015-03-06,10:55,KE889
PUS,TAO,D,2015-03-07,10:30,BX321
PUS,TAO,D,2015-03-07,10:55,KE889
PUS,TAO,D,2015-03-07,17:10,MU2736
PUS,TAO,D,2015-03-08,10:30,BX321
PUS,TAO,D,2015-03-08,10:55,KE889
PUS,TAO,D,2015-03-09,10:30,BX321
PUS,TAO,D,2015-03-09,10:55,KE889
PUS,TAO,D,2015-03-09,17:10,MU2736
PUS,TAO,D,2015-03-10,10:30,BX321
PUS,TAO,D,2015-03-10,10:55,KE889
PUS,TAO,D,2015-03-10,17:10,MU2736
PUS,TAO,D,2015-03-11,10:30,BX321
PUS,TAO,D,2015-03-11,10:55,KE889
PUS,TAO,D,2015-03-12,10:30,BX321
PUS,TAO,D,2015-03-12,10:55,KE889
PUS,TAO,D,2015-03-12,17:10,MU2736
PUS,TAO,D,2015-03-13,10:30,BX321
PUS,TAO,D,2015-03-13,10:55,KE889
PUS,TAO,D,2015-03-14,10:30,BX321
PUS,TAO,D,2015-03-14,10:55,KE889
PUS,TAO,D,2015-03-14,17:10,MU2736
PUS,TAO,D,2015-03-15,10:30,BX321
PUS,TAO,D,2015-03-15,10:55,KE889
PUS,TAO,D,2015-03-16,10:30,BX321
PUS,TAO,D,2015-03-16,10:55,KE889
PUS,TAO,D,2015-03-16,17:10,MU2736
PUS,TAO,D,2015-03-17,10:30,BX321
PUS,TAO,D,2015-03-17,10:55,KE889
PUS,TAO,D,2015-03-17,17:10,MU2736
PUS,TAO,D,2015-03-18,10:30,BX321
PUS,TAO,D,2015-03-18,10:55,KE889
PUS,TAO,D,2015-03-19,10:30,BX321
PUS,TAO,D,2015-03-19,10:55,KE889
PUS,TAO,D,2015-03-19,17:10,MU2736
PUS,TAO,D,2015-03-20,10:30,BX321
PUS,TAO,D,2015-03-20,10:55,KE889
PUS,TAO,D,2015-03-21,10:30,BX321
PUS,TAO,D,2015-03-21,10:55,KE889
PUS,TAO,D,2015-03-21,17:10,MU2736
PUS,TAO,D,2015-03-22,10:30,BX321
PUS,TAO,D,2015-03-22,10:55,KE889
PUS,TAO,D,2015-03-23,10:30,BX321
PUS,TAO,D,2015-03-23,10:55,KE889
PUS,TAO,D,2015-03-23,17:10,MU2736
PUS,TPE,A,2015-02-23,06:50,KE9692
PUS,TPE,A,2015-02-23,11:05,CI188
PUS,TPE,A,2015-02-23,16:25,BX794
PUS,TPE,A,2015-02-23,19:00,CI186
PUS,TPE,A,2015-02-24,10:25,CI188
PUS,TPE,A,2015-02-24,16:25,BX794
PUS,TPE,A,2015-02-24,19:00,CI186
PUS,TPE,A,2015-02-24,21:05,BX792
PUS,TPE,A,2015-02-25,10:25,CI188
PUS,TPE,A,2015-02-25,16:25,BX794
PUS,TPE,A,2015-02-25,19:00,CI186
PUS,TPE,A,2015-02-26,10:25,CI188
PUS,TPE,A,2015-02-26,16:25,BX794
PUS,TPE,A,2015-02-26,19:00,CI186
PUS,TPE,A,2015-02-26,21:05,BX792
PUS,TPE,A,2015-02-27,11:05,CI188
PUS,TPE,A,2015-02-27,16:25,BX794
PUS,TPE,A,2015-02-27,19:00,CI186
PUS,TPE,A,2015-02-28,10:25,CI188
PUS,TPE,A,2015-02-28,16:25,BX794
PUS,TPE,A,2015-02-28,19:00,CI186
PUS,TPE,A,2015-03-01,06:55,BX798
PUS,TPE,A,2015-03-01,10:25,CI188
PUS,TPE,A,2015-03-01,16:25,BX794
PUS,TPE,A,2015-03-01,19:00,CI186
PUS,TPE,A,2015-03-02,11:05,CI188
PUS,TPE,A,2015-03-02,16:25,BX794
PUS,TPE,A,2015-03-02,19:00,CI186
PUS,TPE,A,2015-03-03,10:25,CI188
PUS,TPE,A,2015-03-03,16:25,BX794
PUS,TPE,A,2015-03-03,19:00,CI186
PUS,TPE,A,2015-03-03,21:05,BX792
PUS,TPE,A,2015-03-04,10:25,CI188
PUS,TPE,A,2015-03-04,16:25,BX794
PUS,TPE,A,2015-03-04,19:00,CI186
PUS,TPE,A,2015-03-05,10:25,CI188
PUS,TPE,A,2015-03-05,16:25,BX794
PUS,TPE,A,2015-03-05,19:00,CI186
PUS,TPE,A,2015-03-05,21:05,BX792
PUS,TPE,A,2015-03-06,11:05,CI188
PUS,TPE,A,2015-03-06,16:25,BX794
PUS,TPE,A,2015-03-06,19:00,CI186
PUS,TPE,A,2015-03-07,10:25,CI188
PUS,TPE,A,2015-03-07,16:25,BX794
PUS,TPE,A,2015-03-07,19:00,CI186
PUS,TPE,A,2015-03-08,06:55,BX798
PUS,TPE,A,2015-03-08,10:25,CI188
PUS,TPE,A,2015-03-08,16:25,BX794
PUS,TPE,A,2015-03-08,19:00,CI186
PUS,TPE,A,2015-03-09,11:05,CI188
PUS,TPE,A,2015-03-09,16:25,BX794
PUS,TPE,A,2015-03-09,19:00,CI186
PUS,TPE,A,2015-03-10,10:25,CI188
PUS,TPE,A,2015-03-10,16:25,BX794
PUS,TPE,A,2015-03-10,19:00,CI186
PUS,TPE,A,2015-03-10,21:05,BX792
PUS,TPE,A,2015-03-11,10:25,CI188
PUS,TPE,A,2015-03-11,16:25,BX794
PUS,TPE,A,2015-03-11,19:00,CI186
PUS,TPE,A,2015-03-12,10:25,CI188
PUS,TPE,A,2015-03-12,16:25,BX794
PUS,TPE,A,2015-03-12,19:00,CI186
PUS,TPE,A,2015-03-12,21:05,BX792
PUS,TPE,A,2015-03-13,11:05,CI188
PUS,TPE,A,2015-03-13,16:25,BX794
PUS,TPE,A,2015-03-13,19:00,CI186
PUS,TPE,A,2015-03-14,10:25,CI188
PUS,TPE,A,2015-03-14,16:25,BX794
PUS,TPE,A,2015-03-14,19:00,CI186
PUS,TPE,A,2015-03-15,06:55,BX798
PUS,TPE,A,2015-03-15,10:25,CI188
PUS,TPE,A,2015-03-15,16:25,BX794
PUS,TPE,A,2015-03-15,19:00,CI186
PUS,TPE,A,2015-03-16,11:05,CI188
PUS,TPE,A,2015-03-16,16:25,BX794
PUS,TPE,A,2015-03-16,19:00,CI186
PUS,TPE,A,2015-03-17,10:25,CI188
PUS,TPE,A,2015-03-17,16:25,BX794
PUS,TPE,A,2015-03-17,19:00,CI186
PUS,TPE,A,2015-03-17,21:05,BX792
PUS,TPE,A,2015-03-18,10:25,CI188
PUS,TPE,A,2015-03-18,16:25,BX794
PUS,TPE,A,2015-03-18,19:00,CI186
PUS,TPE,A,2015-03-19,10:25,CI188
PUS,TPE,A,2015-03-19,16:25,BX794
PUS,TPE,A,2015-03-19,19:00,CI186
PUS,TPE,A,2015-03-19,21:05,BX792
PUS,TPE,A,2015-03-20,11:05,CI188
PUS,TPE,A,2015-03-20,16:25,BX794
PUS,TPE,A,2015-03-20,19:00,CI186
PUS,TPE,A,2015-03-21,10:25,CI188
PUS,TPE,A,2015-03-21,16:25,BX794
PUS,TPE,A,2015-03-21,19:00,CI186
PUS,TPE,A,2015-03-22,06:55,BX798
PUS,TPE,A,2015-03-22,10:25,CI188
PUS,TPE,A,2015-03-22,16:25,BX794
PUS,TPE,A,2015-03-22,19:00,CI186
PUS,TPE,A,2015-03-23,11:05,CI188
PUS,TPE,A,2015-03-23,16:25,BX794
PUS,TPE,A,2015-03-23,19:00,CI186
PUS,TPE,D,2015-02-23,11:05,BX793
PUS,TPE,D,2015-02-23,12:05,CI189
PUS,TPE,D,2015-02-23,20:00,CI187
PUS,TPE,D,2015-02-24,11:05,BX793
PUS,TPE,D,2015-02-24,11:20,CI189
PUS,TPE,D,2015-02-24,15:15,BX791
PUS,TPE,D,2015-02-24,20:00,CI187
PUS,TPE,D,2015-02-25,11:05,BX793
PUS,TPE,D,2015-02-25,11:20,CI189
PUS,TPE,D,2015-02-25,20:00,CI187
PUS,TPE,D,2015-02-26,11:05,BX793
PUS,TPE,D,2015-02-26,11:20,CI189
PUS,TPE,D,2015-02-26,15:15,BX791
PUS,TPE,D,2015-02-26,20:00,CI187
PUS,TPE,D,2015-02-27,11:05,BX793
PUS,TPE,D,2015-02-27,12:05,CI189
PUS,TPE,D,2015-02-27,20:00,CI187
PUS,TPE,D,2015-02-28,11:05,BX793
PUS,TPE,D,2015-02-28,11:20,CI189
PUS,TPE,D,2015-02-28,20:00,CI187
PUS,TPE,D,2015-02-28,22:05,BX791
PUS,TPE,D,2015-02-28,22:05,BX797
PUS,TPE,D,2015-03-01,11:05,BX793
PUS,TPE,D,2015-03-01,11:20,CI189
PUS,TPE,D,2015-03-01,20:00,CI187
PUS,TPE,D,2015-03-02,11:05,BX793
PUS,TPE,D,2015-03-02,12:05,CI189
PUS,TPE,D,2015-03-02,20:00,CI187
PUS,TPE,D,2015-03-03,11:05,BX793
PUS,TPE,D,2015-03-03,11:20,CI189
PUS,TPE,D,2015-03-03,15:15,BX791
PUS,TPE,D,2015-03-03,20:00,CI187
PUS,TPE,D,2015-03-04,11:05,BX793
PUS,TPE,D,2015-03-04,11:20,CI189
PUS,TPE,D,2015-03-04,20:00,CI187
PUS,TPE,D,2015-03-05,11:05,BX793
PUS,TPE,D,2015-03-05,11:20,CI189
PUS,TPE,D,2015-03-05,15:15,BX791
PUS,TPE,D,2015-03-05,20:00,CI187
PUS,TPE,D,2015-03-06,11:05,BX793
PUS,TPE,D,2015-03-06,12:05,CI189
PUS,TPE,D,2015-03-06,20:00,CI187
PUS,TPE,D,2015-03-07,11:05,BX793
PUS,TPE,D,2015-03-07,11:20,CI189
PUS,TPE,D,2015-03-07,20:00,CI187
PUS,TPE,D,2015-03-07,22:05,BX791
PUS,TPE,D,2015-03-07,22:05,BX797
PUS,TPE,D,2015-03-08,11:05,BX793
PUS,TPE,D,2015-03-08,11:20,CI189
PUS,TPE,D,2015-03-08,20:00,CI187
PUS,TPE,D,2015-03-09,11:05,BX793
PUS,TPE,D,2015-03-09,12:05,CI189
PUS,TPE,D,2015-03-09,20:00,CI187
PUS,TPE,D,2015-03-10,11:05,BX793
PUS,TPE,D,2015-03-10,11:20,CI189
PUS,TPE,D,2015-03-10,15:15,BX791
PUS,TPE,D,2015-03-10,20:00,CI187
PUS,TPE,D,2015-03-11,11:05,BX793
PUS,TPE,D,2015-03-11,11:20,CI189
PUS,TPE,D,2015-03-11,20:00,CI187
PUS,TPE,D,2015-03-12,11:05,BX793
PUS,TPE,D,2015-03-12,11:20,CI189
PUS,TPE,D,2015-03-12,15:15,BX791
PUS,TPE,D,2015-03-12,20:00,CI187
PUS,TPE,D,2015-03-13,11:05,BX793
PUS,TPE,D,2015-03-13,12:05,CI189
PUS,TPE,D,2015-03-13,20:00,CI187
PUS,TPE,D,2015-03-14,11:05,BX793
PUS,TPE,D,2015-03-14,11:20,CI189
PUS,TPE,D,2015-03-14,20:00,CI187
PUS,TPE,D,2015-03-14,22:05,BX791
PUS,TPE,D,2015-03-14,22:05,BX797
PUS,TPE,D,2015-03-15,11:05,BX793
PUS,TPE,D,2015-03-15,11:20,CI189
PUS,TPE,D,2015-03-15,20:00,CI187
PUS,TPE,D,2015-03-16,11:05,BX793
PUS,TPE,D,2015-03-16,12:05,CI189
PUS,TPE,D,2015-03-16,20:00,CI187
PUS,TPE,D,2015-03-17,11:05,BX793
PUS,TPE,D,2015-03-17,11:20,CI189
PUS,TPE,D,2015-03-17,15:15,BX791
PUS,TPE,D,2015-03-17,20:00,CI187
PUS,TPE,D,2015-03-18,11:05,BX793
PUS,TPE,D,2015-03-18,11:20,CI189
PUS,TPE,D,2015-03-18,20:00,CI187
PUS,TPE,D,2015-03-19,11:05,BX793
PUS,TPE,D,2015-03-19,11:20,CI189
PUS,TPE,D,2015-03-19,15:15,BX791
PUS,TPE,D,2015-03-19,20:00,CI187
PUS,TPE,D,2015-03-20,11:05,BX793
PUS,TPE,D,2015-03-20,12:05,CI189
PUS,TPE,D,2015-03-20,20:00,CI187
PUS,TPE,D,2015-03-21,11:05,BX793
PUS,TPE,D,2015-03-21,11:20,CI189
PUS,TPE,D,2015-03-21,20:00,CI187
PUS,TPE,D,2015-03-21,22:05,BX791
PUS,TPE,D,2015-03-21,22:05,BX797
PUS,TPE,D,2015-03-22,11:05,BX793
PUS,TPE,D,2015-03-22,11:20,CI189
PUS,TPE,D,2015-03-22,20:00,CI187
PUS,TPE,D,2015-03-23,11:05,BX793
PUS,TPE,D,2015-03-23,12:05,CI189
PUS,TPE,D,2015-03-23,20:00,CI187
PUS,VVO,A,2015-02-23,20:00,HZ5662
PUS,VVO,A,2015-02-24,20:00,HZ5662
PUS,VVO,A,2015-02-26,19:35,HZ5662
PUS,VVO,A,2015-03-01,19:15,HZ5662
PUS,VVO,A,2015-03-02,20:00,HZ5662
PUS,VVO,A,2015-03-03,20:00,HZ5662
PUS,VVO,A,2015-03-05,19:35,HZ5662
PUS,VVO,A,2015-03-08,19:15,HZ5662
PUS,VVO,A,2015-03-09,20:00,HZ5662
PUS,VVO,A,2015-03-10,20:00,HZ5662
PUS,VVO,A,2015-03-12,19:35,HZ5662
PUS,VVO,A,2015-03-15,19:15,HZ5662
PUS,VVO,A,2015-03-16,20:00,HZ5662
PUS,VVO,A,2015-03-17,20:00,HZ5662
PUS,VVO,A,2015-03-19,19:35,HZ5662
PUS,VVO,A,2015-03-22,19:15,HZ5662
PUS,VVO,A,2015-03-23,20:00,HZ5662
PUS,VVO,D,2015-02-23,21:10,HZ5663
PUS,VVO,D,2015-02-24,21:10,HZ5663
PUS,VVO,D,2015-02-26,21:05,HZ5663
PUS,VVO,D,2015-03-01,20:25,HZ5663
PUS,VVO,D,2015-03-02,21:10,HZ5663
PUS,VVO,D,2015-03-03,21:10,HZ5663
PUS,VVO,D,2015-03-05,21:05,HZ5663
PUS,VVO,D,2015-03-08,20:25,HZ5663
PUS,VVO,D,2015-03-09,21:10,HZ5663
PUS,VVO,D,2015-03-10,21:10,HZ5663
PUS,VVO,D,2015-03-12,21:05,HZ5663
PUS,VVO,D,2015-03-15,20:25,HZ5663
PUS,VVO,D,2015-03-16,21:10,HZ5663
PUS,VVO,D,2015-03-17,21:10,HZ5663
PUS,VVO,D,2015-03-19,21:05,HZ5663
PUS,VVO,D,2015-03-22,20:25,HZ5663
PUS,VVO,D,2015-03-23,21:10,HZ5663
PUS,XIY,A,2015-02-26,06:10,BX342
PUS,XIY,A,2015-03-01,06:10,BX342
PUS,XIY,A,2015-03-03,06:10,BX342
PUS,XIY,A,2015-03-05,06:10,BX342
PUS,XIY,A,2015-03-06,06:10,BX342
PUS,XIY,A,2015-03-08,06:10,BX342
PUS,XIY,A,2015-03-10,06:10,BX342
PUS,XIY,A,2015-03-12,06:10,BX342
PUS,XIY,A,2015-03-13,06:10,BX342
PUS,XIY,A,2015-03-15,06:10,BX342
PUS,XIY,A,2015-03-17,06:10,BX342
PUS,XIY,A,2015-03-19,06:10,BX342
PUS,XIY,A,2015-03-20,06:10,BX342
PUS,XIY,A,2015-03-22,06:10,BX342
PUS,XIY,D,2015-02-25,21:45,BX341
PUS,XIY,D,2015-02-28,21:45,BX341
PUS,XIY,D,2015-03-02,21:45,BX341
PUS,XIY,D,2015-03-04,21:45,BX341
PUS,XIY,D,2015-03-05,21:45,BX341
